timestamp,equity,cash,exposure,unrealized_pnl,fx_pnl
2024-01-02 08:00:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:05:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:10:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:15:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:20:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:25:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:30:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:35:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:40:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:45:00+00:00,9993.395148665333,82.02476380159351,9911.37038486374,-4.604851334666819,0.0
2024-01-02 08:50:00+00:00,9990.10080845101,82.02476380159351,9908.076044649417,-7.89919154898962,0.0
2024-01-02 08:55:00+00:00,10000.544649096466,82.02476380159351,9918.519885294872,2.544649096465946,0.0
2024-01-02 09:00:00+00:00,10010.192456079712,82.02476380159351,9928.167692278119,12.192456079712429,0.0
2024-01-02 09:05:00+00:00,10014.192571460851,82.02476380159351,9932.167807659258,16.192571460851468,0.0
2024-01-02 09:10:00+00:00,10026.633374285571,82.02476380159351,9944.608610483978,28.633374285571335,0.0
2024-01-02 09:15:00+00:00,10033.835952289124,82.02476380159351,9951.81118848753,35.83595228912418,0.0
2024-01-02 09:20:00+00:00,10030.478439629318,82.02476380159351,9948.453675827725,32.47843962931802,0.0
2024-01-02 09:25:00+00:00,10036.897268342296,82.02476380159351,9954.872504540703,38.89726834229623,0.0
2024-01-02 09:30:00+00:00,10032.745896329867,82.02476380159351,9950.721132528273,34.74589632986681,0.0
2024-01-02 09:35:00+00:00,10043.227136056124,82.02476380159351,9961.202372254531,45.227136056124436,0.0
2024-01-02 09:40:00+00:00,10046.316178072362,82.02476380159351,9964.291414270769,48.31617807236216,0.0
2024-01-02 09:45:00+00:00,10048.33026562471,82.02476380159351,9966.305501823117,50.33026562471059,0.0
2024-01-02 09:50:00+00:00,10046.389580032768,82.02476380159351,9964.364816231175,48.38958003276821,0.0
2024-01-02 09:55:00+00:00,10059.6313768655,82.02476380159351,9977.606613063906,61.63137686549999,0.0
2024-01-02 10:00:00+00:00,10061.89032735122,82.02476380159351,9979.865563549627,63.89032735122055,0.0
2024-01-02 10:05:00+00:00,10061.963557301278,82.02476380159351,9979.938793499685,63.96355730127834,0.0
2024-01-02 10:10:00+00:00,10062.645142127723,82.02476380159351,9980.62037832613,64.64514212772337,0.0
2024-01-02 10:15:00+00:00,10070.391584623922,82.02476380159351,9988.366820822328,72.39158462392152,0.0
2024-01-02 10:20:00+00:00,10076.809725647707,82.02476380159351,9994.784961846113,78.80972564770673,0.0
2024-01-02 10:25:00+00:00,10083.610351927568,82.02476380159351,10001.585588125974,85.61035192756754,0.0
2024-01-02 10:30:00+00:00,10090.560435072997,82.02476380159351,10008.535671271404,92.56043507299728,0.0
2024-01-02 10:35:00+00:00,10111.232546921981,82.02476380159351,10029.207783120388,113.23254692198134,0.0
2024-01-02 10:40:00+00:00,10111.481956230813,82.02476380159351,10029.45719242922,113.48195623081301,0.0
2024-01-02 10:45:00+00:00,10110.882270958502,82.02476380159351,10028.857507156908,112.88227095850198,0.0
2024-01-02 10:50:00+00:00,10107.863856819724,82.02476380159351,10025.83909301813,109.86385681972388,0.0
2024-01-02 10:55:00+00:00,10116.31703056005,82.02476380159351,10034.292266758457,118.31703056005063,0.0
2024-01-02 11:00:00+00:00,10128.899665703426,82.02476380159351,10046.874901901832,130.89966570342585,0.0
2024-01-02 11:05:00+00:00,10131.500555832457,82.02476380159351,10049.475792030864,133.5005558324574,0.0
2024-01-02 11:10:00+00:00,10128.263887952367,82.02476380159351,10046.239124150774,130.26388795236744,0.0
2024-01-02 11:15:00+00:00,10125.154204669301,82.02476380159351,10043.129440867708,127.15420466930118,0.0
2024-01-02 11:20:00+00:00,10133.900296110085,82.02476380159351,10051.875532308492,135.90029611008504,0.0
2024-01-02 11:25:00+00:00,10143.399817213956,82.02476380159351,10061.375053412363,145.39981721395634,0.0
2024-01-02 11:30:00+00:00,10151.29629860914,82.02476380159351,10069.271534807547,153.29629860914065,0.0
2024-01-02 11:35:00+00:00,10149.459752790133,82.02476380159351,10067.43498898854,151.45975279013328,0.0
2024-01-02 11:40:00+00:00,10154.854615221082,82.02476380159351,10072.829851419488,156.85461522108199,0.0
2024-01-02 11:45:00+00:00,10159.321380804393,82.02476380159351,10077.2966170028,161.3213808043929,0.0
2024-01-02 11:50:00+00:00,10164.612855265701,82.02476380159351,10082.588091464107,166.612855265701,0.0
2024-01-02 11:55:00+00:00,10175.176296784794,82.02476380159351,10093.1515329832,177.17629678479352,0.0
2024-01-02 12:00:00+00:00,10180.515738654089,82.02476380159351,10098.490974852495,182.51573865408864,0.0
2024-01-02 12:05:00+00:00,10189.539041382002,82.02476380159351,10107.514277580409,191.53904138200232,0.0
2024-01-02 12:10:00+00:00,10193.623941730426,82.02476380159351,10111.599177928832,195.62394173042594,0.0
2024-01-02 12:15:00+00:00,10199.5034777304,82.02476380159351,10117.478713928807,201.50347773040085,0.0
2024-01-02 12:20:00+00:00,10208.15793081386,82.02476380159351,10126.133167012267,210.15793081386073,0.0
2024-01-02 12:25:00+00:00,10199.901162403385,82.02476380159351,10117.876398601791,201.90116240338466,0.0
2024-01-02 12:30:00+00:00,10200.854949011362,82.02476380159351,10118.830185209768,202.8549490113619,0.0
2024-01-02 12:35:00+00:00,10200.588846265156,82.02476380159351,10118.564082463563,202.58884626515646,0.0
2024-01-02 12:40:00+00:00,10198.958853836637,82.02476380159351,10116.934090035043,200.958853836637,0.0
2024-01-02 12:45:00+00:00,10200.272989293497,82.02476380159351,10118.248225491903,202.27298929349672,0.0
2024-01-02 12:50:00+00:00,10215.927423380359,82.02476380159351,10133.902659578765,217.92742338035896,0.0
2024-01-02 12:55:00+00:00,10212.455485603921,82.02476380159351,10130.430721802328,214.45548560392126,0.0
2024-01-02 13:00:00+00:00,10223.854806555033,82.02476380159351,10141.83004275344,225.85480655503306,0.0
2024-01-02 13:05:00+00:00,10213.755575449979,82.02476380159351,10131.730811648385,215.755575449979,0.0
2024-01-02 13:10:00+00:00,10214.587343392992,82.02476380159351,10132.562579591398,216.5873433929919,0.0
2024-01-02 13:15:00+00:00,10219.454193232697,82.02476380159351,10137.429429431104,221.45419323269743,0.0
2024-01-02 13:20:00+00:00,10227.759924184951,82.02476380159351,10145.735160383358,229.75992418495116,0.0
2024-01-02 13:25:00+00:00,10237.08795018925,82.02476380159351,10155.063186387657,239.08795018925048,0.0
2024-01-02 13:30:00+00:00,10247.092340088158,82.02476380159351,10165.067576286565,249.09234008815838,0.0
2024-01-02 13:35:00+00:00,10247.814288235953,82.02476380159351,10165.78952443436,249.81428823595343,0.0
2024-01-02 13:40:00+00:00,10247.612179770236,82.02476380159351,10165.587415968643,249.61217977023625,0.0
2024-01-02 13:45:00+00:00,10258.153059661981,82.02476380159351,10176.128295860388,260.1530596619814,0.0
2024-01-02 13:50:00+00:00,10260.15751207122,82.02476380159351,10178.132748269627,262.1575120712205,0.0
2024-01-02 13:55:00+00:00,10253.334862454127,82.02476380159351,10171.310098652533,255.33486245412678,0.0
2024-01-02 14:00:00+00:00,10247.674783871345,82.02476380159351,10165.650020069752,249.67478387134543,0.0
2024-01-02 14:05:00+00:00,10243.756052763765,82.02476380159351,10161.731288962172,245.75605276376518,0.0
2024-01-02 14:10:00+00:00,10251.35711123594,82.02476380159351,10169.332347434347,253.35711123594047,0.0
2024-01-02 14:15:00+00:00,10256.076171870725,82.02476380159351,10174.051408069132,258.0761718707254,0.0
2024-01-02 14:20:00+00:00,10265.261260289391,82.02476380159351,10183.236496487798,267.26126028939143,0.0
2024-01-02 14:25:00+00:00,10265.34474161223,82.02476380159351,10183.319977810637,267.3447416122308,0.0
2024-01-02 14:30:00+00:00,10270.201629794426,82.02476380159351,10188.176865992833,272.2016297944265,0.0
2024-01-02 14:35:00+00:00,10278.870077776064,82.02476380159351,10196.84531397447,280.87007777606414,0.0
2024-01-02 14:40:00+00:00,10279.915540175736,82.02476380159351,10197.890776374143,281.91554017573617,0.0
2024-01-02 14:45:00+00:00,10287.21392752858,82.02476380159351,10205.189163726987,289.2139275285808,0.0
2024-01-02 14:50:00+00:00,10285.381844654807,82.02476380159351,10203.357080853213,287.3818446548066,0.0
2024-01-02 14:55:00+00:00,10285.98954330039,82.02476380159351,10203.964779498796,287.9895433003894,0.0
2024-01-02 15:00:00+00:00,10286.444749106146,82.02476380159351,10204.419985304552,288.44474910614554,0.0
2024-01-02 15:05:00+00:00,10280.25589360968,82.02476380159351,10198.231129808086,282.25589360967933,0.0
2024-01-02 15:10:00+00:00,10287.801070614918,82.02476380159351,10205.776306813324,289.801070614918,0.0
2024-01-02 15:15:00+00:00,10287.54060342052,82.02476380159351,10205.515839618927,289.5406034205207,0.0
2024-01-02 15:20:00+00:00,10291.215202485155,82.02476380159351,10209.190438683561,293.2152024851548,0.0
2024-01-02 15:25:00+00:00,10298.717601777373,82.02476380159351,10216.69283797578,300.7176017773727,0.0
2024-01-02 15:30:00+00:00,10305.94565739446,82.02476380159351,10223.920893592867,307.9456573944608,0.0
2024-01-02 15:35:00+00:00,10314.970286147565,82.02476380159351,10232.945522345972,316.9702861475653,0.0
2024-01-02 15:40:00+00:00,10317.745956182162,82.02476380159351,10235.721192380568,319.74595618216154,0.0
2024-01-02 15:45:00+00:00,10317.862248457483,82.02476380159351,10235.837484655889,319.86224845748256,0.0
2024-01-02 15:50:00+00:00,10320.792424781474,82.02476380159351,10238.76766097988,322.7924247814735,0.0
2024-01-02 15:55:00+00:00,10310.560129596694,82.02476380159351,10228.5353657951,312.5601295966935,0.0
2024-01-02 16:00:00+00:00,10302.301979554206,82.02476380159351,10220.277215752612,304.3019795542059,0.0
2024-01-02 16:05:00+00:00,10295.06695328991,82.02476380159351,10213.042189488317,297.0669532899101,0.0
2024-01-02 16:10:00+00:00,10290.494602737223,82.02476380159351,10208.469838935629,292.4946027372225,0.0
2024-01-02 16:15:00+00:00,10297.334724256803,82.02476380159351,10215.30996045521,299.3347242568034,0.0
2024-01-02 16:20:00+00:00,10293.510999186361,82.02476380159351,10211.486235384767,295.510999186361,0.0
2024-01-02 16:25:00+00:00,10293.995749501944,82.02476380159351,10211.97098570035,295.9957495019444,0.0
2024-01-02 16:30:00+00:00,10308.193945771272,82.02476380159351,10226.169181969679,310.1939457712724,0.0
2024-01-03 08:05:00+00:00,10308.85855406757,82.02476380159351,10226.833790265977,310.85855406757037,0.0
2024-01-03 08:10:00+00:00,10318.476424954315,82.02476380159351,10236.451661152721,320.476424954315,0.0
2024-01-03 08:15:00+00:00,10314.41444337626,82.02476380159351,10232.389679574666,316.41444337625944,0.0
2024-01-03 08:20:00+00:00,10316.314262391772,82.02476380159351,10234.289498590178,318.314262391772,0.0
2024-01-03 08:25:00+00:00,10312.118883272784,82.02476380159351,10230.09411947119,314.11888327278393,0.0
2024-01-03 08:30:00+00:00,10312.924775734822,82.02476380159351,10230.900011933229,314.9247757348221,0.0
2024-01-03 08:35:00+00:00,10323.388624971294,82.02476380159351,10241.3638611697,325.3886249712941,0.0
2024-01-03 08:40:00+00:00,10312.82645901181,82.02476380159351,10230.801695210217,314.8264590118106,0.0
2024-01-03 08:45:00+00:00,10319.9653308552,82.02476380159351,10237.940567053607,321.9653308552006,0.0
2024-01-03 08:50:00+00:00,10325.497242430489,82.02476380159351,10243.472478628895,327.49724243048877,0.0
2024-01-03 08:55:00+00:00,10324.213611256506,82.02476380159351,10242.188847454912,326.2136112565058,0.0
2024-01-03 09:00:00+00:00,10315.953072190678,82.02476380159351,10233.928308389084,317.95307219067763,0.0
2024-01-03 09:05:00+00:00,10320.126332336104,82.02476380159351,10238.10156853451,322.1263323361036,0.0
2024-01-03 09:10:00+00:00,10319.372895501554,82.02476380159351,10237.34813169996,321.372895501554,0.0
2024-01-03 09:15:00+00:00,10324.863028860933,82.02476380159351,10242.83826505934,326.8630288609329,0.0
2024-01-03 09:20:00+00:00,10328.627776343139,82.02476380159351,10246.603012541545,330.627776343139,0.0
2024-01-03 09:25:00+00:00,10345.35796462537,82.02476380159351,10263.333200823776,347.3579646253693,0.0
2024-01-03 09:30:00+00:00,10346.984990950095,82.02476380159351,10264.960227148502,348.9849909500954,0.0
2024-01-03 09:35:00+00:00,10342.173925983032,82.02476380159351,10260.149162181438,344.17392598303195,0.0
2024-01-03 09:40:00+00:00,10347.237743187325,82.02476380159351,10265.212979385731,349.23774318732467,0.0
2024-01-03 09:45:00+00:00,10352.638638286417,82.02476380159351,10270.613874484823,354.6386382864166,0.0
2024-01-03 09:50:00+00:00,10367.411720258848,82.02476380159351,10285.386956457254,369.4117202588477,0.0
2024-01-03 09:55:00+00:00,10377.888491784312,82.02476380159351,10295.863727982718,379.88849178431155,0.0
2024-01-03 10:00:00+00:00,10384.433560188774,82.02476380159351,10302.40879638718,386.4335601887742,0.0
2024-01-03 10:05:00+00:00,10400.111756373262,82.02476380159351,10318.086992571669,402.1117563732623,0.0
2024-01-03 10:10:00+00:00,10393.912341477375,82.02476380159351,10311.887577675781,395.91234147737487,0.0
2024-01-03 10:15:00+00:00,10392.244000396326,82.02476380159351,10310.219236594732,394.24400039632565,0.0
2024-01-03 10:20:00+00:00,10388.210805319864,82.02476380159351,10306.186041518271,390.21080531986445,0.0
2024-01-03 10:25:00+00:00,10388.60401605356,82.02476380159351,10306.579252251966,390.60401605355946,0.0
