instrument_id,side,quantity,timestamp,price,fx_rate,commission,fx_cost,spread_cost,slippage_cost,reason
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 10:20:00+00:00,100.95742385703144,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 10:35:00+00:00,101.30512912242816,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 10:40:00+00:00,101.30764840837595,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 11:25:00+00:00,101.63005104456931,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 11:50:00+00:00,101.84432415620311,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 12:10:00+00:00,102.13736543362457,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 12:25:00+00:00,102.2007717030484,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 13:25:00+00:00,102.57639582209754,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 13:35:00+00:00,102.68474267105414,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 14:05:00+00:00,102.64375039355728,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 14:35:00+00:00,102.99843751489364,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 15:35:00+00:00,103.36308608430274,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 10:00:00+00:00,104.06473531704223,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 10:30:00+00:00,104.02866993449918,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 11:10:00+00:00,104.6537785635674,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 11:40:00+00:00,104.56651179292643,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 12:45:00+00:00,104.99655366697868,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 13:30:00+00:00,105.30118086518831,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 14:40:00+00:00,105.83870808791896,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 15:00:00+00:00,106.2127557871882,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 15:15:00+00:00,106.11959337876186,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 15:30:00+00:00,106.5029577540522,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 09:20:00+00:00,107.30251238132604,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 09:55:00+00:00,107.73340209552028,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 10:05:00+00:00,107.89716064734728,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 10:55:00+00:00,107.79357100628168,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 11:55:00+00:00,108.09338318799996,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 12:25:00+00:00,108.49842863047355,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 13:35:00+00:00,108.91024611734086,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 13:50:00+00:00,109.22653340398654,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 14:15:00+00:00,109.52949944153632,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 15:20:00+00:00,109.90752935077536,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 15:25:00+00:00,110.07550765886552,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 15:55:00+00:00,109.91406713651986,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-05 08:50:00+00:00,111.24022177420572,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-05 09:30:00+00:00,111.70342824632814,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 09:35:00+00:00,111.90540476222856,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 10:35:00+00:00,112.0158149633294,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 11:05:00+00:00,112.26577164389286,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 11:50:00+00:00,112.71694777001883,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 12:00:00+00:00,112.81779066239044,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 12:45:00+00:00,113.35730004147358,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 12:55:00+00:00,113.3293228218125,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 13:30:00+00:00,113.8167953904888,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 14:00:00+00:00,114.2726726112705,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 14:35:00+00:00,114.37980098543244,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 08:50:00+00:00,115.25833613549636,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 09:30:00+00:00,115.32456775084324,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 09:50:00+00:00,115.6280393761719,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 10:10:00+00:00,115.55610972929044,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 11:10:00+00:00,115.9028913438977,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 11:30:00+00:00,116.27285879821048,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 12:05:00+00:00,117.07688018834608,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 12:35:00+00:00,117.07477454719336,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 13:10:00+00:00,117.18735145166386,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 13:45:00+00:00,117.58626489184832,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 14:05:00+00:00,117.9098508866124,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 14:40:00+00:00,118.34376702041372,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 15:15:00+00:00,118.74087491285748,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 15:35:00+00:00,118.60110155027786,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-09 08:50:00+00:00,119.43704410126516,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-09 09:25:00+00:00,119.89324790841296,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-09 10:00:00+00:00,120.25037096799778,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-09 10:30:00+00:00,120.16621815407692,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-09 11:35:00+00:00,120.61243214457944,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-09 12:10:00+00:00,120.6881364854179,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-09 12:40:00+00:00,121.05692493990747,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-09 13:30:00+00:00,121.1421878860683,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-09 13:45:00+00:00,121.4958683917886,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-09 14:10:00+00:00,121.26464128732697,1.0,0.0,0.0,0.0,0.0,close-observed stop
ZZ0000000008:XETR:EUR,BUY,8,2024-01-09 14:45:00+00:00,121.69071701654612,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-09 15:25:00+00:00,121.95849446834733,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-10 09:05:00+00:00,122.72106780199404,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-10 09:40:00+00:00,123.13281864153356,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-10 09:45:00+00:00,123.1359936114197,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-10 10:10:00+00:00,122.97362460115669,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-10 11:25:00+00:00,124.022534748857,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-10 12:25:00+00:00,124.24240979007168,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-10 13:25:00+00:00,124.4331501539271,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-10 13:55:00+00:00,125.02781906386056,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-10 14:15:00+00:00,125.13838933452423,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-10 14:45:00+00:00,125.56560151755336,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-11 09:25:00+00:00,125.69477034954022,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-11 09:55:00+00:00,126.1237046681361,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 10:00:00+00:00,126.24933679385413,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 10:10:00+00:00,125.947493592895,1.0,0.0,0.0,0.0,0.0,close-observed stop
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 10:40:00+00:00,126.24648304190964,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 11:20:00+00:00,126.78238920493384,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 11:50:00+00:00,127.44975294805296,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 12:10:00+00:00,127.9617969369952,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 12:20:00+00:00,127.90368275180548,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 12:50:00+00:00,128.48235744239605,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 12:55:00+00:00,128.5535783371048,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 13:45:00+00:00,129.13785284947608,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 14:10:00+00:00,129.4671338291006,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 14:30:00+00:00,129.31394653664478,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,7,2024-01-11 15:05:00+00:00,129.84640174179623,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-11 15:40:00+00:00,130.29216067284318,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-12 10:05:00+00:00,131.24125285425953,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-12 10:35:00+00:00,132.08350526278366,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-12 10:40:00+00:00,132.21975734360635,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-12 11:25:00+00:00,132.74082622989064,1.0,0.0,0.0,0.0,0.0,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,7,2024-01-12 13:30:00+00:00,133.00300977512413,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-12 14:05:00+00:00,132.82085925130755,1.0,0.0,0.0,0.0,0.0,signal reversal
ZZ0000000008:XETR:EUR,BUY,7,2024-01-12 15:20:00+00:00,133.1584936874469,1.0,0.0,0.0,0.0,0.0,momentum
ZZ0000000008:XETR:EUR,SELL,7,2024-01-12 16:00:00+00:00,133.379677103416,1.0,0.0,0.0,0.0,0.0,signal reversal
