timestamp,bar_start,session,session_open,session_close,open,close,high,low,volume,bid,ask,instrument_id,symbol
2024-01-02 08:05:00+00:00,2024-01-02 08:00:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.0,100.05939499822816,100.08941281672762,99.97,24398,100.03938311922852,100.0794068772278,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:10:00+00:00,2024-01-02 08:05:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.05939499822816,100.01117926271412,100.08941281672762,99.98117590893531,14968,99.99117702686158,100.03118149856667,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:15:00+00:00,2024-01-02 08:10:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.01117926271412,100.10627116137019,100.1363030427186,99.98117590893531,16661,100.08624990713791,100.12629241560246,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:20:00+00:00,2024-01-02 08:15:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.10627116137019,100.21669435445024,100.24675936275658,100.07623928002178,14895,100.19665101557935,100.23673769332113,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:25:00+00:00,2024-01-02 08:20:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.21669435445024,100.09542259418048,100.24675936275658,100.06539396740223,15922,100.07540350966164,100.11544167869931,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:30:00+00:00,2024-01-02 08:25:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.09542259418048,100.02620616843217,100.12545122095872,99.99619830658165,13225,100.00620092719848,100.04621140966586,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:35:00+00:00,2024-01-02 08:30:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.02620616843217,100.07145548474558,100.10147692139101,99.99619830658165,10730,100.05144119364864,100.09146977584253,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:40:00+00:00,2024-01-02 08:35:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.07145548474558,100.08116347982248,100.11118782886642,100.04143404810016,28800,100.06114724712651,100.10117971251844,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:45:00+00:00,2024-01-02 08:40:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.08116347982248,100.114852372361,100.1448868280727,100.05113913077854,11486,100.09482940188653,100.13487534283547,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:50:00+00:00,2024-01-02 08:45:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.114852372361,100.08157620857996,100.1448868280727,100.0515517357174,27759,100.06155989333824,100.10159252382168,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 08:55:00+00:00,2024-01-02 08:50:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.08157620857996,100.18706954843306,100.21712566929759,100.0515517357174,10061,100.16703213452337,100.20710696234275,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:00:00+00:00,2024-01-02 08:55:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.18706954843306,100.28452214422342,100.31460750086669,100.15701342756853,25547,100.26446523979457,100.30457904865226,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:05:00+00:00,2024-01-02 09:00:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.28452214422342,100.32492735009353,100.35502482829855,100.25443678758015,16568,100.30486236462352,100.34499233556355,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:10:00+00:00,2024-01-02 09:05:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.32492735009353,100.45059202509069,100.4807272026982,100.29482987188851,20353,100.43050190668566,100.47068214349571,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:15:00+00:00,2024-01-02 09:10:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.45059202509069,100.52334533825787,100.55350234185934,100.42045684748317,15644,100.50324066919022,100.54345000732552,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:20:00+00:00,2024-01-02 09:15:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.52334533825787,100.48943106896692,100.55350234185934,100.45928423964624,19812,100.46933318275313,100.50952895518071,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:25:00+00:00,2024-01-02 09:20:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.48943106896692,100.55426772263336,100.58443400295015,100.45928423964624,19031,100.53415686908883,100.57437857617788,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:30:00+00:00,2024-01-02 09:25:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.55426772263336,100.51233467200275,100.58443400295015,100.48218097160115,20594,100.49223220506835,100.53243713893715,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:35:00+00:00,2024-01-02 09:30:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.51233467200275,100.61820578034879,100.6483912420829,100.48218097160115,17865,100.59808213919273,100.63832942150485,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:40:00+00:00,2024-01-02 09:35:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.61820578034879,100.64940822495726,100.67960304742473,100.58802031861468,20731,100.62927834331227,100.66953810660225,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:45:00+00:00,2024-01-02 09:40:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.64940822495726,100.66975254366784,100.69995346943094,100.61921340248978,26509,100.6496185931591,100.68988649417658,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:50:00+00:00,2024-01-02 09:45:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.66975254366784,100.65014965890076,100.69995346943094,100.61995461400309,18691,100.63001962896898,100.67027968883254,ZZ0000000008:XETR:EUR,DEMO
2024-01-02 09:55:00+00:00,2024-01-02 09:50:00+00:00,2024-01-02,2024-01-02 08:00:00+00:00,2024-01-02 16:30:00+00:00,100.65014965890076,100.7839051824637,100.81414035401843,100.61995461400309,17227,100.76374840142721,100.80406196350019,ZZ0000000008:XETR:EUR,DEMO
