instrument_id,entry_at,exit_at,quantity,pnl,local_pnl,fx_pnl,fees,holding_seconds,reason
ZZ0000000008:XETR:EUR,2024-01-02 10:20:00+00:00,2024-01-02 10:35:00+00:00,9,3.129347388570409,3.129347388570409,0.0,0.0,900.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-02 10:40:00+00:00,2024-01-02 11:25:00+00:00,9,2.901623725740251,2.9016237257402366,0.0,0.0,2700.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-02 11:50:00+00:00,2024-01-02 12:10:00+00:00,9,2.6373714967930937,2.6373714967930653,0.0,0.0,1200.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-02 12:25:00+00:00,2024-01-02 13:25:00+00:00,9,3.3806170714422024,3.3806170714422166,0.0,0.0,3600.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-02 13:35:00+00:00,2024-01-02 14:05:00+00:00,9,-0.36893049747163786,-0.3689304974716947,0.0,0.0,1800.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-02 14:35:00+00:00,2024-01-02 15:35:00+00:00,9,3.2818371246818288,3.2818371246818856,0.0,0.0,3600.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-03 10:00:00+00:00,2024-01-03 10:30:00+00:00,9,-0.32458844288760247,-0.3245884428875172,0.0,0.0,1800.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-03 11:10:00+00:00,2024-01-03 11:40:00+00:00,9,-0.7854009357686209,-0.785400935768692,0.0,0.0,1800.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-03 12:45:00+00:00,2024-01-03 13:30:00+00:00,9,2.741644783886727,2.74164478388667,0.0,0.0,2700.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-03 14:40:00+00:00,2024-01-03 15:00:00+00:00,9,3.3664292934231526,3.3664292934231668,0.0,0.0,1200.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-03 15:15:00+00:00,2024-01-03 15:30:00+00:00,9,3.4502793776130147,3.4502793776130716,0.0,0.0,900.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-04 09:20:00+00:00,2024-01-04 09:55:00+00:00,9,3.8780074277481162,3.8780074277481305,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-04 10:05:00+00:00,2024-01-04 10:55:00+00:00,9,-0.9323067695903546,-0.9323067695903688,0.0,0.0,3000.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-04 11:55:00+00:00,2024-01-04 12:25:00+00:00,9,3.6454089822623246,3.645408982262339,0.0,0.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-04 13:35:00+00:00,2024-01-04 13:50:00+00:00,9,2.8465855798110624,2.8465855798110766,0.0,0.0,900.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-04 14:15:00+00:00,2024-01-04 15:20:00+00:00,9,3.402269183151361,3.402269183151418,0.0,0.0,3900.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-04 15:25:00+00:00,2024-01-04 15:55:00+00:00,9,-1.4529647011108864,-1.4529647011109148,0.0,0.0,1800.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-05 08:50:00+00:00,2024-01-05 09:30:00+00:00,9,4.168858249101845,4.1688582491018025,0.0,0.0,2400.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-05 09:35:00+00:00,2024-01-05 10:35:00+00:00,8,0.883281608806783,0.883281608806783,0.0,0.0,3600.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-05 11:05:00+00:00,2024-01-05 11:50:00+00:00,8,3.609409009007777,3.609409009007777,0.0,0.0,2700.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-05 12:00:00+00:00,2024-01-05 12:45:00+00:00,8,4.31607503266514,4.31607503266514,0.0,0.0,2700.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-05 12:55:00+00:00,2024-01-05 13:30:00+00:00,8,3.8997805494104796,3.8997805494104796,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-05 14:00:00+00:00,2024-01-05 14:35:00+00:00,8,0.8570269932955625,0.8570269932955625,0.0,0.0,2100.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-08 08:50:00+00:00,2024-01-08 09:30:00+00:00,8,0.529852922775035,0.529852922775035,0.0,0.0,2400.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-08 09:50:00+00:00,2024-01-08 10:10:00+00:00,8,-0.5754371750516611,-0.5754371750516611,0.0,0.0,1200.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-08 11:10:00+00:00,2024-01-08 11:30:00+00:00,8,2.9597396345021707,2.9597396345021707,0.0,0.0,1200.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-08 12:05:00+00:00,2024-01-08 12:35:00+00:00,8,-0.016845129221792376,-0.016845129221792376,0.0,0.0,1800.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-08 13:10:00+00:00,2024-01-08 13:45:00+00:00,8,3.1913075214756645,3.1913075214756645,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-08 14:05:00+00:00,2024-01-08 14:40:00+00:00,8,3.4713290704105475,3.4713290704105475,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-08 15:15:00+00:00,2024-01-08 15:35:00+00:00,8,-1.1181869006369425,-1.1181869006369425,0.0,0.0,1200.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-09 08:50:00+00:00,2024-01-09 09:25:00+00:00,8,3.649630457182411,3.649630457182411,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-09 10:00:00+00:00,2024-01-09 10:30:00+00:00,8,-0.6732225113669301,-0.6732225113669301,0.0,0.0,1800.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-09 11:35:00+00:00,2024-01-09 12:10:00+00:00,8,0.605634726707649,0.605634726707649,0.0,0.0,2100.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-09 12:40:00+00:00,2024-01-09 13:30:00+00:00,8,0.6821035692865962,0.6821035692865962,0.0,0.0,3000.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-09 13:45:00+00:00,2024-01-09 14:10:00+00:00,8,-1.8498168356931046,-1.8498168356931046,0.0,0.0,1500.0,close-observed stop
ZZ0000000008:XETR:EUR,2024-01-09 14:45:00+00:00,2024-01-09 15:25:00+00:00,8,2.142219614409669,2.142219614409669,0.0,0.0,2400.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-10 09:05:00+00:00,2024-01-10 09:40:00+00:00,8,3.2940067163161757,3.2940067163161757,0.0,0.0,2100.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-10 09:45:00+00:00,2024-01-10 10:10:00+00:00,8,-1.2989520821041651,-1.2989520821041651,0.0,0.0,1500.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-10 11:25:00+00:00,2024-01-10 12:25:00+00:00,8,1.7590003297174235,1.7590003297174235,0.0,0.0,3600.0,signal reversal
ZZ0000000008:XETR:EUR,2024-01-10 13:25:00+00:00,2024-01-10 13:55:00+00:00,8,4.757351279467684,4.757351279467684,0.0,0.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-10 14:15:00+00:00,2024-01-10 14:45:00+00:00,8,3.417697464233015,3.417697464233015,0.0,0.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 09:25:00+00:00,2024-01-11 09:55:00+00:00,8,3.431474548767028,3.431474548767028,0.0,0.0,1800.0,close-observed take profit
ZZ0000000008:XETR:EUR,2024-01-11 10:00:00+00:00,2024-01-11 10:10:00+00:00,7,-2.112902406713829,-2.1129024067138857,0.0,0.0,600.0,close-observed stop
