instrument_id,side,quantity,timestamp,price,fx_rate,commission,fx_cost,spread_cost,slippage_cost,reason
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 10:25:00+00:00,101.106968798322,1.0,2.0,0.0,0.3636940213863084,0.36397169751402697,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 11:05:00+00:00,101.42863608334368,1.0,2.0,0.0,0.3654354833468006,0.3655481330023557,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 11:55:00+00:00,102.0326229878072,1.0,2.0,0.0,0.36702369210861724,0.36735292695637956,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 12:55:00+00:00,102.24570723298213,1.0,2.0,0.0,0.3683792989748014,0.3685030407613196,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 13:40:00+00:00,102.76487564341393,1.0,2.0,0.0,0.3696577242169497,0.3699125239044087,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 14:10:00+00:00,102.63831872743712,1.0,2.0,0.0,0.36979390354294145,0.37009640719075737,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 10:05:00+00:00,104.30649770859308,1.0,2.0,0.0,0.3752031633659812,0.3753677983655256,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 10:25:00+00:00,104.02354391848881,1.0,2.0,0.0,0.3747847000816052,0.37507023824329977,close-observed stop
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 11:15:00+00:00,104.80892253264255,1.0,2.0,0.0,0.37701045830445423,0.37714657408298974,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 11:30:00+00:00,104.51238103434326,1.0,2.0,0.0,0.3765458538404971,0.37665943852635025,close-observed stop
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 12:50:00+00:00,105.017754038493,1.0,2.0,0.0,0.37776164118623967,0.3779217398286004,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 13:45:00+00:00,105.25567213651088,1.0,2.0,0.0,0.379223874408936,0.3794129192116835,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 14:45:00+00:00,105.9256610007162,1.0,2.0,0.0,0.3810274489939757,0.3812990725219676,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 15:10:00+00:00,106.11363605472208,1.0,2.0,0.0,0.3823150742600347,0.3826460829821993,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 09:25:00+00:00,107.40672786783504,1.0,2.0,0.0,0.38635507201396996,0.3865157037710929,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 10:00:00+00:00,107.84668251568924,1.0,2.0,0.0,0.3885589894946122,0.3887721061322756,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 12:00:00+00:00,108.24732004377984,1.0,2.0,0.0,0.38937878203003606,0.3895465373691617,momentum
