timestamp,equity,cash,exposure,unrealized_pnl,fx_pnl
2024-01-02 08:00:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:05:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:10:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:15:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:20:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:25:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:30:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:35:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:40:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:45:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:50:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 08:55:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:00:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:05:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:10:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:15:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:20:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:25:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:30:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:35:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:40:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:45:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:50:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 09:55:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:00:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:05:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:10:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:15:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:20:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:25:00+00:00,10000.0,10000.0,0.0,0.0,0.0
2024-01-02 10:30:00+00:00,9999.267992881043,9089.401113674552,909.8668792064911,0.267992881043142,0.0
2024-01-02 10:35:00+00:00,10001.147275776406,9089.401113674552,911.7461621018534,2.147275776405422,0.0
2024-01-02 10:40:00+00:00,10001.169949349936,9089.401113674552,911.7688356753836,2.169949349935564,0.0
2024-01-02 10:45:00+00:00,10001.115432506998,9089.401113674552,911.7143188324462,2.115432506998218,0.0
2024-01-02 10:50:00+00:00,10000.841031221655,9089.401113674552,911.4399175471027,1.8410312216547027,0.0
2024-01-02 10:55:00+00:00,10001.609501561685,9089.401113674552,912.2083878871325,2.6095015616845103,0.0
2024-01-02 11:00:00+00:00,10002.75337748381,9089.401113674552,913.3522638092576,3.7533774838095724,0.0
2024-01-02 11:05:00+00:00,10001.38795861764,10001.38795861764,0.0,0.0,0.0
2024-01-02 11:10:00+00:00,10001.38795861764,10001.38795861764,0.0,0.0,0.0
2024-01-02 11:15:00+00:00,9999.73982620506,9086.72805885345,913.0117673516097,-0.648132412580253,0.0
2024-01-02 11:20:00+00:00,10000.53492542695,9086.72805885345,913.8068665734992,0.14696680930921957,0.0
2024-01-02 11:25:00+00:00,10001.398518254575,9086.72805885345,914.6704594011238,1.0105596369338627,0.0
2024-01-02 11:30:00+00:00,10002.116380199592,9086.72805885345,915.3883213461407,1.7284215819507835,0.0
2024-01-02 11:35:00+00:00,10001.949421488773,9086.72805885345,915.2213626353218,1.56146287113188,0.0
2024-01-02 11:40:00+00:00,10002.439863527949,9086.72805885345,915.7118046744989,2.051904910308963,0.0
2024-01-02 11:45:00+00:00,10002.845933126433,9086.72805885345,916.1178742729818,2.4579745087918354,0.0
2024-01-02 11:50:00+00:00,10003.326976259279,9086.72805885345,916.598917405828,2.939017641638088,0.0
2024-01-02 11:55:00+00:00,10004.28728912465,9086.72805885345,917.5592302711999,3.8993305070099495,0.0
2024-01-02 12:00:00+00:00,10002.920100815118,10002.920100815118,0.0,0.0,0.0
2024-01-02 12:05:00+00:00,10002.920100815118,10002.920100815118,0.0,0.0,0.0
2024-01-02 12:10:00+00:00,10002.920100815118,10002.920100815118,0.0,0.0,0.0
2024-01-02 12:15:00+00:00,10002.086834911812,9082.316042736466,919.7707921753461,0.166734096694654,0.0
2024-01-02 12:20:00+00:00,10002.873603373944,9082.316042736466,920.5575606374788,0.9535025588273811,0.0
2024-01-02 12:25:00+00:00,10002.1229880639,9082.316042736466,919.8069453274356,0.20288724878423636,0.0
2024-01-02 12:30:00+00:00,10002.209695937354,9082.316042736466,919.893653200888,0.2895951222366193,0.0
2024-01-02 12:35:00+00:00,10002.185504778608,9082.316042736466,919.8694620421421,0.26540396349071216,0.0
2024-01-02 12:40:00+00:00,10002.037323648743,9082.316042736466,919.7212809122767,0.11722283362530561,0.0
2024-01-02 12:45:00+00:00,10002.156790508456,9082.316042736466,919.8407477719911,0.2366896933397129,0.0
2024-01-02 12:50:00+00:00,10003.579920879989,9082.316042736466,921.2638781435242,1.659820064872747,0.0
2024-01-02 12:55:00+00:00,10003.264290173041,9082.316042736466,920.9482474365752,1.344189357923824,0.0
2024-01-02 13:00:00+00:00,10004.300592077687,9082.316042736466,921.9845493412217,2.380491262570331,0.0
2024-01-02 13:05:00+00:00,10003.382480159045,9082.316042736466,921.0664374225804,1.4623793439290012,0.0
2024-01-02 13:10:00+00:00,10003.458095426593,9082.316042736466,921.1420526901271,1.5379946114757104,0.0
2024-01-02 13:15:00+00:00,10003.90053632111,9082.316042736466,921.5844935846458,1.9804355059943646,0.0
2024-01-02 13:20:00+00:00,10004.655602771316,9082.316042736466,922.3395600348507,2.7355019561993004,0.0
2024-01-02 13:25:00+00:00,10005.503605135344,9082.316042736466,923.1875623988778,3.5835043202264387,0.0
2024-01-02 13:30:00+00:00,10004.134234701438,10004.134234701438,0.0,0.0,0.0
2024-01-02 13:35:00+00:00,10004.134234701438,10004.134234701438,0.0,0.0,0.0
2024-01-02 13:40:00+00:00,10004.134234701438,10004.134234701438,0.0,0.0,0.0
2024-01-02 13:45:00+00:00,10003.722711385719,9078.620139034774,925.1025723509443,0.5884766842797262,0.0
2024-01-02 13:50:00+00:00,10003.904934332013,9078.620139034774,925.2847952972388,0.7706996305741995,0.0
2024-01-02 13:55:00+00:00,10003.284693457732,9078.620139034774,924.6645544229575,0.15045875629289185,0.0
2024-01-02 14:00:00+00:00,10002.770140859297,9078.620139034774,924.1500018245229,-0.3640938421417559,0.0
2024-01-02 14:05:00+00:00,10002.41389257679,9078.620139034774,923.7937535420156,-0.7203421246490507,0.0
2024-01-02 14:10:00+00:00,10003.104897892443,9078.620139034774,924.4847588576679,-0.029336808996731634,0.0
2024-01-02 14:15:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:20:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:25:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:30:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:35:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:40:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:45:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:50:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 14:55:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:00:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:05:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:10:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:15:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:20:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:25:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:30:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:35:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:40:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:45:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:50:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 15:55:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:00:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:05:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:10:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:15:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:20:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:25:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-02 16:30:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:05:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:10:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:15:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:20:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:25:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:30:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:35:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:40:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:45:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:50:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 08:55:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:00:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:05:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:10:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:15:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:20:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:25:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:30:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:35:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:40:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:45:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:50:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 09:55:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 10:00:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 10:05:00+00:00,10001.734952737075,10001.734952737075,0.0,0.0,0.0
2024-01-03 10:10:00+00:00,9999.796084083855,9062.351758840603,937.4443252432528,-0.9388686532191741,0.0
2024-01-03 10:15:00+00:00,9999.644416712852,9062.351758840603,937.2926578722484,-1.0905360242236384,0.0
2024-01-03 10:20:00+00:00,9999.277762614991,9062.351758840603,936.9260037743883,-1.4571901220837162,0.0
2024-01-03 10:25:00+00:00,9999.313509045327,9062.351758840603,936.9617502047242,-1.4214436917477542,0.0
2024-01-03 10:30:00+00:00,9998.609788251095,9062.351758840603,936.2580294104926,-2.1251644859794396,0.0
2024-01-03 10:35:00+00:00,9999.413555515828,9062.351758840603,937.0617966752249,-1.321397221247139,0.0
2024-01-03 10:40:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 10:45:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 10:50:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 10:55:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 11:00:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 11:05:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 11:10:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 11:15:00+00:00,9998.03867404948,9998.03867404948,0.0,0.0,0.0
2024-01-03 11:20:00+00:00,9996.245439144455,9054.13544977189,942.1099893725661,-0.7932349050231551,0.0
2024-01-03 11:25:00+00:00,9994.969145252717,9054.13544977189,940.8336954808273,-2.069528796762029,0.0
2024-01-03 11:30:00+00:00,9995.500084373345,9054.13544977189,941.3646346014563,-1.5385896761330287,0.0
2024-01-03 11:35:00+00:00,9994.123481727162,9994.123481727162,0.0,0.0,0.0
2024-01-03 11:40:00+00:00,9994.123481727162,9994.123481727162,0.0,0.0,0.0
2024-01-03 11:45:00+00:00,9994.123481727162,9994.123481727162,0.0,0.0,0.0
