instrument_id,side,quantity,timestamp,price,fx_rate,commission,fx_cost,spread_cost,slippage_cost,reason
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 10:25:00+00:00,101.06654292504977,1.0,1.0,0.0,0.1818470106931542,0.18198584875701349,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 11:00:00+00:00,101.44298277145437,1.0,1.0,0.0,0.18267045276173377,0.18274841340652415,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 11:10:00+00:00,101.51776664046555,1.0,1.0,0.0,0.18265889316646877,0.18277503913490237,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 11:55:00+00:00,101.91022688462972,1.0,1.0,0.0,0.18351184605430862,0.18367646347818978,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 12:10:00+00:00,102.1782286754057,1.0,1.0,0.0,0.18384725778047797,0.1839219182497971,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 13:25:00+00:00,102.53535466277471,1.0,1.0,0.0,0.18463751247978877,0.18473292142576614,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-02 13:40:00+00:00,102.72378840740718,1.0,1.0,0.0,0.18482886210847485,0.18495626195220435,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-02 14:10:00+00:00,102.67942374470012,1.0,1.0,0.0,0.18489695177147072,0.18504820359537869,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 10:05:00+00:00,104.26479932183022,1.0,1.0,0.0,0.1876015816829906,0.1876838991827628,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 10:35:00+00:00,104.07632391209741,1.0,1.0,0.0,0.18741235933512002,0.18746910701307262,close-observed stop
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 11:15:00+00:00,104.76702491973214,1.0,1.0,0.0,0.18850522915222712,0.18857328704149487,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 11:30:00+00:00,104.55422577280808,1.0,1.0,0.0,0.18827292692024855,0.18832971926317513,close-observed stop
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 12:50:00+00:00,104.97577162843662,1.0,1.0,0.0,0.18888082059311984,0.1889608699143002,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 13:35:00+00:00,105.2826999258785,1.0,1.0,0.0,0.18958471850216801,0.18970845934387356,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 14:45:00+00:00,105.88330952729865,1.0,1.0,0.0,0.19051372449698786,0.1906495362609838,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 15:05:00+00:00,106.2229947317544,1.0,1.0,0.0,0.19127792307148891,0.19138484861855456,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-03 15:20:00+00:00,106.33957046073402,1.0,1.0,0.0,0.19133467212552094,0.1914388470830796,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-03 16:15:00+00:00,106.75301718198068,1.0,1.0,0.0,0.19223234960698934,0.19236104789959524,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 09:25:00+00:00,107.36379060251365,1.0,1.0,0.0,0.19317753600698498,0.19325785188554645,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 10:00:00+00:00,107.88986757655739,1.0,1.0,0.0,0.1942794947473061,0.1943860530661378,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 10:10:00+00:00,107.95328977979104,1.0,1.0,0.0,0.19423821447485776,0.19429742943081701,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 11:00:00+00:00,107.74252160278027,1.0,1.0,0.0,0.19401415724615143,0.19407764817093753,signal reversal
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 12:00:00+00:00,108.20404641492432,1.0,1.0,0.0,0.19468939101501803,0.19477326868458086,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 13:10:00+00:00,108.6903345843355,1.0,1.0,0.0,0.19572090372636097,0.19578646942782452,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 13:40:00+00:00,109.01955823443528,1.0,1.0,0.0,0.1961567281709904,0.19622652655610665,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 14:00:00+00:00,109.43067054324531,1.0,1.0,0.0,0.19705404668219728,0.19714447531879795,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,9,2024-01-04 14:20:00+00:00,109.6347246639089,1.0,1.0,0.0,0.19726357498001326,0.19738350014718295,momentum
ZZ0000000008:XETR:EUR,SELL,9,2024-01-04 15:30:00+00:00,109.84420990953012,1.0,1.0,0.0,0.19779871084823952,0.19786634461587116,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 08:55:00+00:00,111.32961230893955,1.0,1.0,0.0,0.17805613912622673,0.1781467010890684,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 09:40:00+00:00,111.96523238400471,1.0,1.0,0.0,0.17921606824745592,0.17926609715899625,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 09:55:00+00:00,111.92060365386583,1.0,1.0,0.0,0.1790013526621692,0.1790645677250707,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 10:40:00+00:00,112.03816095996083,1.0,1.0,0.0,0.1793328010163009,0.1793846013633273,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 11:15:00+00:00,112.57200886905846,1.0,1.0,0.0,0.18004318352598148,0.18011013896799027,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 12:10:00+00:00,112.96917291955789,1.0,1.0,0.0,0.18082301842861173,0.1808857687930032,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 12:25:00+00:00,113.14592041023114,1.0,1.0,0.0,0.1809610605911871,0.18109926474258994,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 13:25:00+00:00,113.61059284296631,1.0,1.0,0.0,0.1818497066859095,0.18194097951699792,close-observed take profit
ZZ0000000008:XETR:EUR,BUY,8,2024-01-05 14:05:00+00:00,114.50526955773724,1.0,1.0,0.0,0.18313516562665202,0.18319316338300112,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-05 14:40:00+00:00,114.3014262573597,1.0,1.0,0.0,0.18295547527992542,0.18301086597796232,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 08:55:00+00:00,115.33843890535645,1.0,1.0,0.0,0.18446769052741271,0.18459091543754927,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 09:35:00+00:00,115.39293348915719,1.0,1.0,0.0,0.18470260269936034,0.18484298088876633,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 10:10:00+00:00,115.60234107152539,1.0,1.0,0.0,0.1848897755668873,0.18496096231267928,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 10:35:00+00:00,115.5332459316402,1.0,1.0,0.0,0.18492718038493194,0.18500729179693487,signal reversal
ZZ0000000008:XETR:EUR,BUY,8,2024-01-08 11:15:00+00:00,116.08892693022554,1.0,1.0,0.0,0.18566799471511783,0.18577387139613663,momentum
ZZ0000000008:XETR:EUR,SELL,8,2024-01-08 11:50:00+00:00,116.78515829037012,1.0,1.0,0.0,0.18693104291247664,0.18701719617564863,close-observed take profit
